"CPY14" "RMD4" "htVWQ"
"1" 67.3454659699928 47.6664136490538 56.1133894506567
"2" 183.571508301655 172.146466772236 146.667100777669
"3" 192.19292299659 295.366779562088 98.6402339186472
"4" 15.2131646669004 40.9801924329251 83.0706677527595
"5" 139.227385252016 225.353321684901 120.824645495103
"6" 103.383460834855 192.218936061392 188.364272722882
"7" 81.8546908670105 190.670934900833 27.786514277505
"8" 88.3612428354099 96.4148525771464 86.0636286616007
"9" 33.7715859853197 61.0532188828007 252.82447188981
"10" 46.4427722832188 56.9501663929888 43.1229832377979
"11" 125.705026661279 187.111204726467 9.53938719344468
"12" 96.2509037533309 112.052826038698 16.5865023381428
"13" 155.420001404127 237.331015587199 15.9108023014634
"14" 105.451317828149 132.566052940932 26.7708918015551
"15" 26.4812643018086 70.443867797401 56.526720192813
"16" 13.9978829850443 36.9549941294987 51.638415755015
"17" 17.3845877477434 50.5166004162177 182.295097059059
"18" 196.886060614139 225.892988120603 19.4841298583194
"19" 86.0566813468467 174.198796302513 15.3760513340866
"20" 195.906282561133 174.031492649396 200.693860672841
"21" 55.2953761429526 26.5435116065345 65.9013525999714
"22" 29.1412589449901 32.0680544381539 43.5034819243573
"23" 32.1791238277219 33.8189628246719 61.7762798696593
"24" 30.8412543861195 58.4537010944105 68.2281672990623
"25" 57.823872855166 85.387357628409 100.13673829959
"26" 41.2504601450637 13.728292299379 3.74088015806569
"27" 178.597198315663 117.135223366155 227.563740652908
"28" 167.290531492094 279.196897118449 165.158069943631
"29" 68.031881271163 137.611875064076 18.6663272808535
"30" 174.555960425874 230.57666997075 59.4219044183714
"31" 55.751321464777 55.9832886269957 265.16529363903
"32" 95.5086426499765 49.5387313020433 39.7921154055919
"33" 106.450402132468 183.854341251596 91.8258929616969
"34" 136.509698424721 180.017960571374 108.03642168129
"35" 144.230014705798 210.054592446799 9.74772602193002
"36" 154.788270422025 178.908606302805 57.3601026366947
"37" 26.5346606015228 -8.67114499249546 23.8641686185715
"38" 161.89329097583 156.268876476979 115.084921253735
"39" 91.5361036509275 120.234356267231 221.796459051555
"40" 174.267044187989 137.591754657163 3.63013920403835
"41" 71.1225128304213 153.024735033187 54.6552855797557
"42" 189.594146640506 237.38089534707 2.85270033114019
"43" 197.389184029074 269.122196357313 52.3305756996666
"44" 23.5075951765757 76.9519450278798 11.4329851711829
"45" 196.709906094475 273.589291029092 55.9919417424494
"46" 73.478229430737 21.418211184694 9.91304774085181
"47" 13.5100277354941 27.2080972739698 99.2980841669182
"48" 53.9527367809787 88.9428519670341 4.20787374409289
"49" 6.68711279542185 30.00948515797 41.9238816054375
"50" 20.3977672222536 72.5121304203601 74.5875102899482
"51" 104.54349761107 211.496079810756 283.181991248028
"52" 42.1807084584143 128.023490978057 277.066765242018
"53" 199.816235375125 221.660112436781 218.515414460298
"54" 59.5703147402965 55.1416092697353 14.0842104374657
"55" 61.5564828393981 115.981018876323 64.763207900235
"56" 17.4211585272569 59.4034442426808 399.211612094809
"57" 76.5386651626322 109.637745663894 11.0259054434744
"58" 71.458862921223 68.7357209158565 24.9927834271273
"59" 151.486365278484 166.804635360485 14.1239855956179
"60" 187.495315652108 279.681582636403 40.9570728263489
"61" 126.973699499853 75.7620493805173 162.971319735589
"62" 182.693414231297 183.660256177872 21.1531406540407
"63" 84.7086094056722 79.1465573104838 247.89899848343
"64" 93.4886712592561 139.799303030487 130.99182176093
"65" 77.8285491997376 124.066752802294 75.3814235547542
"66" 49.3024818818085 53.7760199836282 54.2298785149039
"67" 156.501801533857 205.650486686476 123.206995112294
"68" 93.3768650263082 46.8681749131236 131.142516302209
"69" 50.5612551015802 39.1897306085288 82.127126251771
"70" 87.3770180367865 144.959428269046 43.5017723041423
"71" 148.639171415707 145.64562143051 34.6828993798758
"72" 26.4657543692738 55.5250828756271 275.47667542865
"73" 83.3753009676002 85.4345856702172 60.2025668798112
"74" 166.937099518953 137.681321790691 89.4497230306803
"75" 67.0095180985518 94.2242750543459 179.474857085815
"76" 169.531733724521 313.311438221714 29.1217640497645
"77" 79.5467690096702 132.446221442877 9.66162703262858
"78" 175.472247219179 288.512747009251 96.582101928686
"79" 155.389953565318 151.553275312601 6.54560474503037
"80" 181.471935887821 219.172425773431 14.235991827673
"81" 190.95475141448 329.54682170148 116.667082789533
"82" 24.2475066257175 87.6606195184364 123.977023037998
"83" 111.4648847559 128.140820505505 41.3567187073978
"84" 139.217319343006 194.353820539921 73.8133835061878
"85" 19.5560949698556 81.4578369849898 203.878611838127
"86" 71.597253764281 80.7120102227195 123.345816890653
"87" 143.367324742721 83.7057499624958 188.756788077672
"88" 178.368909059325 274.389627911914 65.7238084470096
"89" 121.675362134352 136.562837451762 54.1274704009394
"90" 179.170290014707 218.319295331548 64.1290520162395
"91" 154.710988195147 189.015121361161 107.472617266837
"92" 40.7174729271792 88.8925937171531 11.3235669925313
"93" 29.3405014397576 46.4585537731145 210.7826668618
"94" 165.318293360062 143.50155765964 157.018159231433
"95" 122.813795871334 203.66258206007 112.857250197751
"96" 123.829402212752 170.803442225355 102.039302917463
"97" 170.013576023979 287.605578250428 24.3316824621506
"98" 187.770742089255 312.631662094763 17.6847643661634
"99" 63.9104065727443 59.468172991982 168.002401211697
"100" 140.2480310346 87.401759058835 180.297708243915
